ids	Sample	Size	Depth	Biome	Region	Latitude	Longitude	Depth.nominal	Depth.Mixed.Layer	Temperature	Salinity	PO4	NO2NO3	Si	ChlorophyllA	TARA_032_DCM_0.22-1.6_G_C14529078_1_gene362201	TARA_038_DCM_0.22-1.6_G_scaffold121205_2_gene98527	TARA_038_DCM_0.22-1.6_G_scaffold280761_1_gene241415	TARA_041_DCM_0.22-1.6_G_scaffold309979_1_gene293222	TARA_041_DCM_0.22-1.6_G_scaffold48632_1_gene43216	TARA_042_DCM_0.22-1.6_G_scaffold262996_1_gene259636	TARA_064_DCM_0.1-0.22_G_scaffold110164_1_gene107109	TARA_064_DCM_0.22-3_G_scaffold295120_2_gene248839	TARA_064_SRF_0.22-3_G_scaffold157895_1_gene105522	TARA_065_DCM_lt-0.22_G_C5096939_1_gene130925	TARA_066_DCM_0.22-3_G_C6093718_1_gene228890	TARA_066_DCM_0.22-3_G_scaffold67689_1_gene56772	TARA_066_DCM_lt-0.22_G_C3682077_1_gene100206	TARA_066_DCM_lt-0.22_G_C3726495_1_gene127366	TARA_066_DCM_lt-0.22_G_C3732186_1_gene131192	TARA_066_DCM_lt-0.22_G_scaffold39761_1_gene18411	TARA_066_SRF_0.22-3_G_scaffold153372_1_gene123470	TARA_066_SRF_lt-0.22_G_scaffold134741_2_gene112059	TARA_067_SRF_0.22-0.45_G_C17122177_1_gene345973	TARA_067_SRF_0.22-0.45_G_C17322874_1_gene443991	TARA_067_SRF_0.22-0.45_G_scaffold144377_1_gene142735	TARA_067_SRF_0.22-0.45_G_scaffold24579_2_gene21277	TARA_067_SRF_0.22-0.45_G_scaffold66976_1_gene63193	TARA_067_SRF_0.22-0.45_G_scaffold68608_2_gene65086	TARA_067_SRF_0.22-0.45_G_scaffold9433_1_gene8781	TARA_067_SRF_0.22-3_G_scaffold30527_1_gene35755	TARA_067_SRF_0.22-3_G_scaffold35176_1_gene41262	TARA_067_SRF_0.22-3_G_scaffold38709_1_gene45384	TARA_067_SRF_0.45-0.8_G_C12492660_1_gene383784	TARA_067_SRF_0.45-0.8_G_scaffold219644_1_gene229127	TARA_067_SRF_0.45-0.8_G_scaffold277311_1_gene324113	TARA_067_SRF_lt-0.22_G_C2526840_1_gene145192	TARA_067_SRF_lt-0.22_G_scaffold110274_1_gene108132	TARA_067_SRF_lt-0.22_G_scaffold77676_1_gene65551	TARA_078_DCM_0.22-0.45_G_scaffold189671_1_gene148269	TARA_078_SRF_0.22-0.45_G_scaffold145770_1_gene96930	TARA_082_DCM_0.22-3_G_C19456620_1_gene406327	TARA_082_DCM_0.22-3_G_scaffold104031_1_gene99802	TARA_082_DCM_0.22-3_G_scaffold105827_1_gene101588	TARA_082_DCM_0.22-3_G_scaffold109576_1_gene104882	TARA_082_DCM_0.22-3_G_scaffold120588_2_gene114896	TARA_082_DCM_0.22-3_G_scaffold78618_1_gene75306	TARA_082_SRF_0.22-3_G_scaffold160868_1_gene160643	TARA_082_SRF_0.22-3_G_scaffold42092_1_gene40922	TARA_133_DCM_0.22-3_G_C17427904_1_gene437724	TARA_133_DCM_0.22-3_G_C17443804_1_gene444883	TARA_133_DCM_0.22-3_G_C17809978_1_gene613321	TARA_133_SRF_0.22-3_G_C26667649_1_gene944759	TARA_141_SRF_0.22-3_G_scaffold132561_1_gene115124	TARA_141_SRF_0.22-3_G_scaffold252758_1_gene219695	TARA_145_SRF_0.22-3_G_scaffold270121_1_gene276069	TARA_145_SRF_0.22-3_G_scaffold319742_1_gene363655	TARA_146_SRF_0.22-3_G_scaffold210226_1_gene185196	TARA_149_SRF_0.22-3_G_C18390232_1_gene602455	TARA_149_SRF_0.22-3_G_scaffold163273_1_gene140816	TARA_149_SRF_0.22-3_G_scaffold218961_1_gene206753	TARA_149_SRF_0.22-3_G_scaffold218962_1_gene206754	TARA_149_SRF_0.22-3_G_scaffold246964_1_gene263373	TARA_150_SRF_0.22-3_G_C22082902_1_gene583609	TARA_151_DCM_0.22-3_G_C16503246_1_gene624467	TARA_151_DCM_0.22-3_G_scaffold175905_1_gene147338	TARA_151_SRF_0.22-3_G_scaffold307958_1_gene278079	TARA_152_MIX_0.22-3_G_scaffold179581_1_gene152542	TARA_152_MIX_0.22-3_G_scaffold253131_1_gene220687	TARA_155_SRF_0.22-3_G_scaffold233670_1_gene237047	TARA_158_DCM_0.22-3_G_scaffold102364_1_gene84925	TARA_158_DCM_0.22-3_G_scaffold18046_1_gene14691	TARA_158_DCM_0.22-3_G_scaffold206820_1_gene176947	TARA_158_DCM_0.22-3_G_scaffold266207_1_gene272483	TARA_158_MES_0.22-3_G_scaffold181224_1_gene175183	TARA_158_SRF_0.22-3_G_scaffold194498_1_gene182789	TARA_158_SRF_0.22-3_G_scaffold256793_1_gene288753	TARA_158_SRF_lt-0.22_G_scaffold85446_2_gene217165	TARA_168_DCM_0.22-3_G_scaffold166943_1_gene184245	TARA_168_DCM_0.22-3_G_scaffold99293_1_gene106802	TARA_168_DCM_lt-0.22_G_scaffold245246_1_gene407868	TARA_168_IZZ_lt-0.22_G_scaffold280657_1_gene452014	TARA_168_SRF_lt-0.22_G_scaffold53300_1_gene140902	TARA_173_DCM_0.22-3_G_scaffold110203_1_gene118285	TARA_173_DCM_0.22-3_G_scaffold115250_1_gene123507	TARA_173_DCM_0.22-3_G_scaffold127823_1_gene136706	TARA_173_DCM_0.22-3_G_scaffold83603_1_gene90552	TARA_173_DCM_0.22-3_G_scaffold85527_1_gene92626	TARA_173_DCM_0.22-3_G_scaffold85576_1_gene92682	TARA_175_SRF_0.22-3_G_scaffold179748_1_gene214594	TARA_175_SRF_0.22-3_G_scaffold78409_1_gene83052	TARA_180_SRF_0.22-3_G_C7013134_1_gene356550	TARA_180_SRF_0.22-3_G_scaffold53713_1_gene86219	TARA_180_SRF_lt-0.22_G_scaffold82597_2_gene233135	TARA_188_DCM_0.22-3_G_scaffold6854_1_gene7478	TARA_188_DCM_lt-0.22_G_scaffold9244_6_gene34612	TARA_188_SRF_0.22-3_G_scaffold199525_1_gene246819	TARA_189_DCM_0.22-3_G_scaffold155112_1_gene187540	TARA_189_DCM_lt-0.22_G_scaffold6811_1_gene25430	TARA_189_DCM_lt-0.22_G_scaffold6954_3_gene25779	TARA_191_SRF_lt-0.22_G_scaffold196909_1_gene260355	TARA_194_DCM_lt-0.22_G_scaffold15132_1_gene46748	TARA_196_SRF_0.22-3_G_C19385302_1_gene611903	TARA_196_SRF_0.22-3_G_C19417491_1_gene628839	TARA_196_SRF_0.22-3_G_scaffold167694_1_gene185363	TARA_196_SRF_lt-0.22_G_scaffold13817_3_gene40494	TARA_196_SRF_lt-0.22_G_scaffold243857_1_gene356831	TARA_196_SRF_lt-0.22_G_scaffold69860_1_gene154027	TARA_201_SRF_0.22-3_G_scaffold259208_1_gene330152	TARA_201_SRF_0.22-3_G_scaffold266223_1_gene353135	TARA_205_SRF_0.22-3_G_C10834577_1_gene379211	TARA_205_SRF_0.22-3_G_scaffold19860_1_gene24432	TARA_206_SRF_lt-0.22_G_scaffold1112_3_gene5143	TARA_206_SRF_lt-0.22_G_scaffold67020_2_gene178808	TARA_208_SRF_0.22-3_G_C17804651_1_gene477260	TARA_208_SRF_0.22-3_G_scaffold180075_1_gene217350	TARA_208_SRF_0.22-3_G_scaffold190124_1_gene237696	TARA_209_SRF_lt-0.22_G_scaffold95791_3_gene212186	TARA_210_MES_lt-0.22_G_scaffold34478_2_gene115714	TARA_210_SRF_lt-0.22_G_scaffold9078_2_gene48755
TARA_062_SRF_lt-0.22_G	TARA_062_SRF	Virome	SRF	Coastal	IO	-22.3369	40.3412	5	71	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376079497192022	0	0.0632613625455967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0388297639537893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_064_DCM_0.1-0.22_G	TARA_064_DCM	Virome	DCM	Coastal	IO	-29.5022	37.9904	60	140	22.208705	35.34241	0.0815	NA	1.7455	0.145836	0	0	0	0	0	0	6.82054409736875	0.981939577316101	0.701300709527134	0.44407098144365	0	0	0	1.79433593417408	0	0	1.51231779722183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694258982409435	3.04214052044693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325016068528621	0.297667229129679	2.82478669841756	0.0398345445310769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_064_DCM_0.22-3_G	TARA_064_DCM	Pico	DCM	Coastal	IO	-29.5022	37.9904	60	140	22.208705	35.34241	0.0815	NA	1.7455	0.145836	0	0	0	0	0	0	10.8480929244064	1.89532622479333	0.561756338029927	0.689204849114583	0.0109002103695751	0	0	2.06165539104885	0	0	3.36725074214423	0.02589899307036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82356311529844	8.12795391599923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185230744989773	0.589822639240059	5.25998229835096	0.0625710172170114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_064_DCM_lt-0.22_G	TARA_064_DCM	Virome	DCM	Coastal	IO	-29.5022	37.9904	60	140	22.208705	35.34241	0.0815	NA	1.7455	0.145836	0	0	0	0	0	0	1.0754256270732	0	0	0	0	0	0	0	0	0	0.352107619022866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256280863708979	0.839800570076707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0553346989170984	0	0.659771406407333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_064_SRF_0.22-3_G	TARA_064_SRF	Pico	SRF	Coastal	IO	-29.5019	37.9889	5	140	22.2414	35.32467	0.084	0	1.7665	0.136664	0	0	0	0	0	0	7.49374581260152	0.232135357307454	1.14121703264544	0.512388616706253	0	0	0	2.5004915267962	0	0	3.26468851160103	0.0363538951514114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558943611242749	6.63987763989749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215099989904406	0.430134803460002	5.26000033566641	0.0845115782179598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_064_SRF_lt-0.22_G	TARA_064_SRF	Virome	SRF	Coastal	IO	-29.5019	37.9889	5	140	22.2414	35.32467	0.084	0	1.7665	0.136664	0	0	0	0	0	0	3.55064277999568	0	0.0183917893702399	0	0	0	0	3.46671428165093	0	0	2.43883262239983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121775689418196	6.37999916473242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0394170647995179	0.0127263812671721	4.34367956583793	0.061090086649892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_065_DCM_0.1-0.22_G	TARA_065_DCM	Virome	DCM	Coastal	IO	-35.2421	26.3048	30	66	21.72823	35.451512	NA	NA	NA	0.177651	0	0.0111456924465358	0	0	0	0	6.34446625734604	0.0242222429850341	2.80799807580828	2.48590985224135	0.0466822561645088	0	0	12.7524284867651	0	0	7.11947970764718	0.140857568183329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45571972587634	5.85160399117674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173702074934361	0	0.0124717505723759	0.0400619851454862	1.06741277844669	9.6757265305471	0.165268211804942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_065_DCM_0.22-3_G	TARA_065_DCM	Pico	DCM	Coastal	IO	-35.2421	26.3048	30	66	21.72823	35.451512	NA	NA	NA	0.177651	0	0.0150996084921963	0	0	0	0	7.16268803441061	0	1.14695066850758	3.71248239232067	0	0	0	6.45218681858411	0	0	5.01557095097207	0.236754300990394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48372819481111	5.03344505490451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107603323774486	0	0	0.0757936095514026	0.73277661974708	6.36235419148618	0.183629004507746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_065_DCM_lt-0.22_G	TARA_065_DCM	Virome	DCM	Coastal	IO	-35.2421	26.3048	30	66	21.72823	35.451512	NA	NA	NA	0.177651	0.0481132311952926	0.0169009077269355	0	0	0	0	4.1543490646084	0.0293232334962457	0.878453367919456	1.07170537338213	0	0	0	9.24336702126444	0	0.0156304066601618	6.06977556932677	0.159054302337166	0	0.116664009819351	0	0.0436608683889249	0.456586913937542	0.0437737206334895	0.0883640238913046	0.141043721853451	0.0818742038142473	0.545094663176484	0.122873050973116	0.144825095576076	0.0976557384165702	0.660352993627586	0.033471247733883	0.622137162780572	1.24931059695656	4.72718868185179	0	0	0.0554068011236447	0	0	0.121868799764247	0	0	0	0	0	0	0	0.0518864795052915	0	0	0.0109038114367326	0	0	0	0.355274869527684	7.10395971915198	0.271479359780802	0	0.0674493986116588	0.0776862384261462	0	0	0	0	0	0	0	0	0	0	0.117061540785014	0	0	0	0	0.345004691447407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217896596164288	0	0	0	0	0	0	0.0290900332826569	0	0	0	0	0	0	0
TARA_065_SRF_0.1-0.22_G	TARA_065_SRF	Virome	SRF	Coastal	IO	-35.1728	26.2868	5	78	21.76357	35.449638	NA	NA	NA	0.176479	0	0	0	0	0	0	5.33869902989779	0.0239654780642731	2.89951838246554	1.61187033700286	0.0790019623990507	0	0	12.7860574659122	0	0	7.21177408952412	0.138849720828938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16400952345034	6.53627765872849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116550053597703	0	0	0.0462764576088783	0.689797347152413	9.96753397953983	0.1746672354198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_065_SRF_0.22-3_G	TARA_065_SRF	Pico	SRF	Coastal	IO	-35.1728	26.2868	5	78	21.76357	35.449638	NA	NA	NA	0.176479	0.0105923962864836	0	0	0	0	0	7.05675214297189	0.0112487327383165	1.60923345221894	2.58553985143352	0	0	0	9.15859184612561	0	0	5.55420288973369	0.120842227487128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63371211089795	6.03771355020381	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176426882678753	0	0	0.0158220451097032	0	0	0.0630347672028542	0.94819820395737	8.04521617565432	0.246256401916745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_065_SRF_lt-0.22_G	TARA_065_SRF	Virome	SRF	Coastal	IO	-35.1728	26.2868	5	78	21.76357	35.449638	NA	NA	NA	0.176479	0	0.0269607022036112	0	0	0	0	2.91916958851019	0	0.325367747578313	1.21139795526622	0	0	0	4.85541866588394	0	0	3.85708491844987	0.0892781730410239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367373154400017	3.5453703286839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264299220919997	0	0	0	0.420401284541335	6.57338388648427	0.209772738752204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116284110326233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_066_DCM_0.22-3_G	TARA_066_DCM	Pico	DCM	Coastal	SAO	-34.8901	18.0459	30	67	15.014	35.32305	0.34975	3.309875	2.5895	0.221666	0	0.0738326208049599	0	0.0156482508613143	0	0	1.41242037604333	0	0.159577661453079	0.194968500032897	1.93332756937937	5.98501050628165	0.0783589103280848	0.861091253857927	0.0713715133999397	0.112802710626204	0.448015454364975	1.13623376611921	0	0	0.0705480046751262	0	0	0.144518361925475	0.0144446547944258	0	0	0	0	0	0	0	0.0147825951589859	0	0.0836407280139306	0.955894310687955	0	0.013772738006787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164062496602469	0.0392342597186468	1.01259373190696	0.0639225285186191	0.0709303383828892	0.038569075971636	0.0897351378293155	0	0	0.0303699605532086	0	0	0	0	0	0	0	0.0454603994837741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196518698469052	0	0	0	0	0	0	0	0.013451762638085	0	0	0	0	0	0	0
TARA_066_DCM_lt-0.22_G	TARA_066_DCM	Virome	DCM	Coastal	SAO	-34.8901	18.0459	30	67	15.014	35.32305	0.34975	3.309875	2.5895	0.221666	0	0	0	0	0	0	0.828531593687947	0	0.134921305680663	0.034379385420592	1.40605654175967	1.3526542282125	1.39802783260228	1.07279044377182	1.47596204980253	4.05707460959286	0.566720663725136	1.12664081594726	0	0	0.0375139646132382	0	0	0.0835393073417978	0	0	0	0	0	0	0	0	0.0458428422488716	0	0	0.669646707752641	0	0.0232931988446348	0	0	0	0	0	0	0	0	0.0898385411767425	0	0	0	0	0	0	0	0	0.119636083902574	0.0294925553735896	0.749971193478489	0.0421288417597378	0.0256648835701583	0.02914831114041	0.246910281618964	0.0144301366751452	0	0	0.0223411767513989	0	0	0	0	0	0	0.0280822227050751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_066_SRF_0.22-3_G	TARA_066_SRF	Pico	SRF	Coastal	SAO	-34.9449	17.9189	5	91	15.013362	35.3233	0.343	3.34	2.7435	0.221666	0	0.143412913272947	0	0	0	0	2.18502688617783	0	0.283197024238024	0.141918212482733	3.50570933127673	14.5343323666103	0.0899081795399236	1.13063235669654	0.171228030218378	0.132758888808426	0.660182644173444	2.29736022708895	0	0	0.0647093396603978	0	0	0.0951397364913284	0	0.0217880235178956	0	0	0	0	0	0	0	0	0.0887579084437326	1.01537017054218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377204621382309	0.092182599778315	1.22353307491394	0.0934914410280228	0.135434522910556	0.0556188908255685	0.105827273464112	0	0	0.0193535280185994	0	0	0	0	0	0	0	0.0648791137061338	0	0	0	0	0.017664074528849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174777151942449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_066_SRF_lt-0.22_G	TARA_066_SRF	Virome	SRF	Coastal	SAO	-34.9449	17.9189	5	91	15.013362	35.3233	0.343	3.34	2.7435	0.221666	0	0.0301799254634789	0	0	0	0.0508166614433659	0.979986507831202	0	0.130163106513034	0	1.40499679651627	1.64518401823802	1.22183538193338	0.87275460722106	1.63212007513926	4.78369090683823	0.836195550456703	2.22918020418082	0	0	0	0	0	0.0390270217931317	0.0553965996131365	0	0	0	0	0	0	0	0	0	0	1.05358255743299	0	0.0124989564283827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190091830663445	0.0439847913471088	1.36753897136317	0.089352461888674	0.0453698950999556	0.193428882342783	0.172443600768596	0.0181457499471963	0	0	0.0157252497628141	0	0	0	0	0	0	0.0202605991555449	0	0	0	0	0.152822358497978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_067_SRF_0.22-3_G	TARA_067_SRF	Pico	SRF	Coastal	SAO	-32.2401	17.7103	5	25	13.04322	34.870735	NA	NA	NA	0.765222	0	0	0	0	0	0	0	0	0	0	0	0.0663765577680858	0	0	0	0	0	0	0.0718690267090188	0.0632161044872938	0.109988788784453	0.0972032261834602	0.437247023858616	0.229215472363492	0.279651543932662	0.796875864702802	0.543643527953124	1.02171286253227	0.194505610000613	11.5014188255182	0.349791692453724	0.907554693532942	0.293911928654268	2.72524684311778	0	0	0	0.0867595710750259	0.414002137955322	0.0159979473047553	0.0257094970845328	0.883352171617295	0	0	0	0.298683563279616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1994480554162	0.305036029290646	0	0.111098549472583	0	0.0231440054541131	0.0422079598799806	0	0	0	0	0.0415555806894264	0.266474423190348	0	0.114131353577641	0	0	1.03173865234249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587349133628267	0.412713205917976	0	0	0	0	0	0	0.126833692121759	0	0	0.0771812025953447	0.0158387602451681	0	0	0.0437442558046832
TARA_067_SRF_lt-0.22_G	TARA_067_SRF	Virome	SRF	Coastal	SAO	-32.2401	17.7103	5	25	13.04322	34.870735	NA	NA	NA	0.765222	0	0	0	0	0	0	0	0	0	0	0	0.0396360254548452	0	0	0	0	0	0	0	0.457410817813621	0.323871047532941	0.404957243738078	3.19397777731855	0.599551576707793	0.768354788065997	1.92666239432969	0.798656022929167	5.66394054532872	0.182176729182805	1.64355336003444	2.55463333723057	5.91545401600137	1.25563590584328	3.50508021371756	0	0	0	0.35489293932784	0.273504233027594	0	0	1.39806039971695	0.0376291484566987	0	0	0.907350677021533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190349079943786	0.693218759280142	0.0212376030274261	0.139265280966958	0	0.0704230246277503	0.114447908458889	0	0	0.0109722408108454	0	0.0131847005293444	0.691121268030192	0	0.24608064288738	0	0	3.86238909815017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148254095045741	0.392340918007967	0	0	0	0	0	0	0.288865318266007	0	0	0.0353378462626278	0	0	0	0.0951875948236119
TARA_068_DCM_0.22-3_G	TARA_068_DCM	Pico	DCM	Trades	SAO	-31.0616	4.6617	40	210	16.75627	35.68462	0.227	1.08	2.436	0.355259	0	0	0	0	0	0	0.039132279336234	0	0	0	0.0618392535913955	0	0	0	0	0	0	0	0	0	0	0	0	2.02177197997321	0.0457522761323005	0	0	0	0	0.0147205024489613	0	0	0	0	0	0	0	0	0.0110909339774538	0	0	0	0	0	0	0.11265081691111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224463150127153	0	0	0	0.0212142751901431	0	0	0	0	0	0	0	0	0	0	0	0.658662026465875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_068_DCM_lt-0.22_G	TARA_068_DCM	Virome	DCM	Trades	SAO	-31.0616	4.6617	40	210	16.75627	35.68462	0.227	1.08	2.436	0.355259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0592752231970679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092364033265059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107171840776849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_068_SRF_0.22-3_G	TARA_068_SRF	Pico	SRF	Trades	SAO	-31.0616	4.6617	5	210	16.86368	35.686225	0.1455	0.939	1.9865	0.316174	0	0	0	0	0	0	0.015627637869382	0	0	0	0.0523384681607974	0.0438158237584951	0	0	0	0	0	0.0665296182129776	0	0	0	0	0	1.49671164178947	0.0177104467580707	0.0178531613218286	0	0	0	0.0923826802086694	0	0	0	0	0	0	0	0	0.0406154634097699	0	0	0	0	0	0	0.241146819336761	0	0	0	0	0	0	0	0	0	0.0278506961796822	0	0	0	0	0	0	0	0	0	0.0423071438226229	0	0	0	0.0556283147309047	0	0	0.0287506737812109	0	0	0	0	0.375839132822384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_068_SRF_lt-0.22_G	TARA_068_SRF	Virome	SRF	Trades	SAO	-31.0616	4.6617	5	210	16.86368	35.686225	0.1455	0.939	1.9865	0.316174	0	0	0	0	0	0	0	0	0.0792858496767023	0	0.478236528071	0.126206960966324	0	0	0	0.477212068127713	0	0	0	0	0	0	0	0.261440125450026	0	0	0	0.0508296499635583	0	0	0	0	0	0	0	0.0915598139212855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391920666906966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_070_SRF_0.22-3_G	TARA_070_SRF	Pico	SRF	Trades	SAO	-20.4091	-3.1759	5	149	19.77001	36.35839	0.309	0.8015	1.1485	0.117466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_070_SRF_lt-0.22_G	TARA_070_SRF	Virome	SRF	Trades	SAO	-20.4091	-3.1759	5	149	19.77001	36.35839	0.309	0.8015	1.1485	0.117466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0419148978167873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
